nomor_dokumen,tanggal_penetapan,link_dokumen,tanggal_pengajuan,tentang,nama_mitra
136/PL16/KS.BIV/2021,08-03-2021,https://drive.google.com/file/d/1_DDTd9TGs-r4fME73SqBpjQSDYVqE-a-/view?usp=sharing,08-03-2021,,POLITEKNIK SERUYAN
144/PL16/KS.BIV/2021,12-03-2021,https://drive.google.com/file/d/1Zo6olWDfbbRZKHhRbBgY6o9g_vK2M0_U/view?usp=sharing,12-03-2021,,KOPI TANAH BORNEO
146/PL16/KS.BIV/2021,12-03-2021,https://drive.google.com/file/d/1ZnQAZsIf1OF8_YJFc1Z64G5T-DKU4Iwn/view?usp=sharing,12-03-2021,,KOPERASI MATA ENGGANG KHATULISTIWA
147/PL16/KS.BIV/2021,15-03-2021,https://drive.google.com/file/d/1Zmv2j_Pq4fGDdOO1L_xwfIS8Rx6piowm/view?usp=sharing,15-03-2021,Layanan Inkubasi Tenant,KOPI TANAH BORNEO
161/PL16/KS.BIV/2021,22-03-2021,https://drive.google.com/file/d/1ZfiYCO63a7Kbpgzcq6iNaNeCU3GkLfQi/view?usp=sharing,22-03-2021,Penyelenggaraan Program Magang Bersertifikat Industri,PT. JASA RAHARJA
170/PL16/KS.BIV/2021,25-03-2021,https://drive.google.com/file/d/1_8y33qO3aOOF7Xs_RvOqnp2XsHhwcgxS/view?usp=sharing,25-03-2021,Dukungan Pengembangan dan Kerja Sama Masyarakat Terinstitusi,PEMERINTAH KABUPATEN BENGKAYANG
219/PL16/KS.BIV/2021,08-04-2021,https://drive.google.com/file/d/1ZmumS6NXUeDXdP3K9rxW-unipJa20JAL/view?usp=sharing,08-04-2021,Dukungan Penyelenggaraan Program Studi di Luar Kampus Utama (PSDKU) Politeknik Negeri Pontianak (Polnep) di Kabupaten Sukamara,PT. BANGUN SUKMA JAYA SUKAMARA
220/PL16/KS.BIV/2021,08-04-2021,https://drive.google.com/file/d/1_7SRItfUinjK-Ig3Yj4OJJKtYipx-5U_/view?usp=sharing,08-04-2021,Dukungan Penyelenggaraan Program Studi di Luar Kampus Utama (PSDKU) Politeknik Negeri Pontianak (Polnep) di Kabupaten Sukamara,DEWAN RISET DAERAH (DRD) KABUPATEN SUKAMARA
221/PL16/KS.BIV/2021,08-04-2021,https://drive.google.com/file/d/1ZlOVD52VCjVmqpCa4NjnnRTLvdsMNXBQ/view?usp=sharing,08-04-2021,Dukungan Penyelenggaraan Program Studi di Luar Kampus Utama (PSDKU) Politeknik Negeri Pontianak (Polnep) di Kabupaten Sukamara,PT. BPR ARTHA SUKMA (PERSERODA)
223/PL16/KS.BIV/2021,09-04-2021,https://drive.google.com/file/d/1_6XkqQsT2FMXeUoAEnYnq3TSVrfqSwB3/view?usp=sharing,09-04-2021,Dukungan Penyelenggaraan Program Studi di Luar Kampus Utama (PSDKU) Politeknik Negeri Pontianak (Polnep) di Kabupaten Sukamara,PERUSAHAAN DAERAH AIR MINUM KABUPATEN SUKAMARA
273/PL16/KS.BIV/2021,28-04-2021,https://drive.google.com/file/d/1_Ce4ZxQJogKNRQjVcU5qTUSFRHO2s0V5/view?usp=sharing,28-04-2021,,UNIVERSITAS BRAWIJAYA
288/PL16/KS.BIV/2021,03-05-2021,https://drive.google.com/file/d/1_C-YGBU3KkMDLlNmmwbV8f2jzlUkGMI4/view?usp=sharing,03-05-2021,,UNIVERSITAS PALANGKA RAYA
155/PL16/KS.BIV/2021,15-03-2021,https://drive.google.com/file/d/1Ze5Tsge-2w_vJO3ZOb95SgX1H8I14Tli/view?usp=sharing,15-03-2021,Penyelenggaraan Program Magang Mahasiswa Bersertifikat,PT PEGADAIAN (PERSERO)
291/PL16/KS.BIV/2021,04-05-2021,https://drive.google.com/file/d/1_BE0uZaE3k5c3vfBiN6Yrpd6ZKH5XuKN/view?usp=sharing,04-05-2021,,UNIVERSITAS KRISTEN PALANGKA RAYA
303/PL16/KS.BIV/2021,10-05-2021,https://drive.google.com/file/d/1_Anxc1aGOdonsxA95QRJsdQdHBcfH3V3/view?usp=sharing,10-05-2021,,UNIVERSITAS PGRI PALANGKA RAYA
304/PL16/KS.BIV/2021,10-05-2021,https://drive.google.com/file/d/1ZdmIEQXIjySn7WAv9r7a4dfD4iD0dmRm/view?usp=sharing,10-05-2021,,PT TELEKOMUNIKASI INDONESIA Tbk
305/PL16/KS.BIV/2021,10-05-2021,https://drive.google.com/file/d/1Zkc9Rx4LNh7WT8pbGTK2D4ZKqORby6C-/view?usp=sharing,10-05-2021,,LSP TELEKOMUNIKASI DIGITAL INDONESIA
307/PL16/KS.BIV/2021,11-05-2021,https://drive.google.com/file/d/1_kGGb4kKIBgeLrWWCUFyUxwd1GnFtAcf/view?usp=sharing,11-05-2021,Penyelenggaraan Praktikum Program Studi (S-1) Teknologi Pangan Fakultas Sains dan Teknologi - Universitas Terbuka,FAKULTAS SAINS DAN TEKNOLOGI UNIVERSITAS TERBUKA
315/PL16/KS.BIV/2021,20-05-2021,https://drive.google.com/file/d/1ZjTR9xRbUDb1zAd93O3ANP3uDGbE8GUA/view?usp=sharing,20-05-2021,,PT. KREASI PUTRA HOTAMA
316/PL16/KS.BIV/2021,20-05-2021,https://drive.google.com/file/d/1ZjD0nuPoG8YVUTMQttclRkUK9EcPHSkt/view?usp=sharing,20-05-2021,,PT ARAH TEKNOLOGI INDONESIA
081/V/AMT/2021,20-05-2021,https://drive.google.com/file/d/1ZhfDSF5rgG8jOL_66ZwB5GIoRGppFZ7Z/view?usp=sharing,20-05-2021,,PT. AIRMAS TANJUNG
318/PL16/KS.BIV/2021,20-05-2021,https://drive.google.com/file/d/1Zh2_6oLGaLW47_PdcXUoekkpOgFVwzBs/view?usp=sharing,20-05-2021,,CV. IDEKITE INDONESIA
319/PL16/KS.BIV/2021,20-05-2021,https://drive.google.com/file/d/1Zgl_4ocHzVLQo4JJSlClZ85H6Gs_4c4H/view?usp=sharing,20-05-2021,,PT. INOVASI INDUSTRI INDONESIA
0325/PL16/KS.BIV/2021,27-04-2021,https://drive.google.com/file/d/1Zc8OaGHVVBZW0TLXxe2FnIQt4KZjCHIt/view?usp=sharing,27-04-2021,,SMK PLUS DESA NUSANTARA
326/PL16/KS.BIV/2021,25-05-2021,https://drive.google.com/file/d/1ZyE1XABTF7F3Fc1vMZBxy-gC1UlpZ3Qi/view?usp=sharing,25-05-2021,,SMK NEGERI 2 SINGKAWANG
335/PL16/KS.IV/2021,31-05-2021,https://drive.google.com/file/d/1_5BlYpH8_4x38MTF4NBx7Qb3VcnOlH6m/view?usp=sharing,31-05-2021,"Kesinergisan Penyelenggaraan Program Pendidikan, Penelitian, dan Pengabdian kepada Masyarakat di Bidang Komunikasi dan Informatika",KEMENTERIAN KOMUNIKASI DAN INFORMATIKA
336/PL16/KS.IV/2021,31-05-2021,https://drive.google.com/file/d/1_3qavfrDJm4exnDy8Q_XYub-gHOjwBur/view?usp=sharing,31-05-2021,Penyelenggaraan Program Beasiswa Talenta Digital (Digital Talent Scholarship),BADAN PENELITIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA KEMENTERIAN KOMUNIKASI DAN INFORMATIKA
369/PL16/KS.BIV/2021,09-06-2021,https://drive.google.com/file/d/1ZwnfZfMCnDJ8oIj5Mr4X3SOzRpROpiPE/view?usp=sharing,09-06-2021,,PT. LAYAR ARUNGI PERSADA
372/PL16/KS.BIV/2021,09-06-2021,https://drive.google.com/file/d/1_3fV6DmvnriPqWLLb1CwI9TC_YFN_Rtl/view?usp=sharing,09-06-2021,,PT. PERKEBUNAN NUSANTARA XII
378/PL16/KS.BIV/2021,11-06-2021,https://drive.google.com/file/d/1ZwbV_exXo1QAkScvkjnkVwnLz2LzvFGB/view?usp=sharing,11-06-2021,,CV. BINA CITRA USAHA
379/PL16/KS.BIV/2021,14-06-2021,https://drive.google.com/file/d/1ZvgwYgTAqocFb3C7CP7W2HpfpojcPTPz/view?usp=sharing,14-06-2021,Program Matching Fund Penguatan Pusat Unggulan Teknologi sebagai Teaching Factory di Program Studi Budidaya Perikanan Politeknik Negeri Pontianak,CV. BINA CITRA USAHA
381/PL16/KS.BIV/2021,14-06-2021,https://drive.google.com/file/d/1_3aVQnv77CJlTgiqQxT790i88kuqQNeR/view?usp=sharing,14-06-2021,,PELABUHAN PERIKANAN NUSANTARA (PPN) PEMANGKAT
402/PL16/KS.BIV/2021,23-06-2021,https://drive.google.com/file/d/1ZckdCc8HLdufXkbXTb-Y4ehYzeiQqvfB/view?usp=sharing,23-06-2021,,PT. PEGADAIAN (PERSERO) SANGGAU
409/PL16/KS.BIV/2021,25-06-2021,https://drive.google.com/file/d/1_29cDACG58hhfQ62iINrsyqJJ-d9krjz/view?usp=sharing,25-06-2021,Pendampingan Program SMK Pusat Keunggulan,DIREKTORAT SEKOLAH MENENGAH KEJURUAN
411/PL16/KS.BIV/2021,28-06-2021,https://drive.google.com/file/d/1ZckWiphNWuxGDuUkoqjXn4-gcVAjbEcA/view?usp=sharing,28-06-2021,Program Sertifikasi Kompetensi dan Magang Mahasiswa pada Dunia Usaha dan Industri,PELABUHAN PERIKANAN NUSANTARA (PPN) PEMANGKAT
458/PL16/KS.BIV/2021,03-08-2021,https://drive.google.com/file/d/1Zv7_kNAs3n8FBuz38bQ90aO3zXljHI7o/view?usp=sharing,03-08-2021,"Asuransi Kecelakaan Diri ""Mahasiswakoe""",PT. ASURANSI UMUM BUMIPUTERA MUDA 1967
479/PL16/KS.BIV/2021,16-08-2021,https://drive.google.com/file/d/1Zunh-eNx68Zm_eoHJ-XO7qcx21KEwa0_/view?usp=sharing,16-08-2021,Dukungan Penyelenggaraan Program Studi di Luar Kampus Utama (PSDKU) Politeknik Negeri Pontianak (Polnep) di Kabupaten Sukamara,PT. SASANA SAHABAT KOMPAK JAYA KALIMANTAN TENGAH
480/PL16/KS.BIV/2021,16-08-2021,https://drive.google.com/file/d/1ZuSFW7Z6dRDSsujFsnAYyYJrRVjb1z6h/view?usp=sharing,16-08-2021,Dukungan Penyelenggaraan Program Studi di Luar Kampus Utama (PSDKU) Politeknik Negeri Pontianak (Polnep) di Kabupaten Sukamara,DEWAN PENDIDIKAN KABUPATEN SUKAMARA
481/PL16/KS.BIV/2021,16-08-2021,https://drive.google.com/file/d/1ZstMXGxgMJ8-AN93JJkqGDKVbGcfmL6W/view?usp=sharing,16-08-2021,Dukungan Penyelenggaraan Program Studi di Luar Kampus Utama (PSDKU) Politeknik Negeri Pontianak (Polnep) di Kabupaten Sukamara,PT. KURNIA WAHAB KABUPATEN SUKAMARA
482/PL16/KS.BIV/2021,16-08-2021,https://drive.google.com/file/d/1Zskqvocq-59l25i_Zm88nNceRVQeqRQ-/view?usp=sharing,16-08-2021,Dukungan Penyelenggaraan Program Studi di Luar Kampus Utama (PSDKU) Politeknik Negeri Pontianak (Polnep) di Kabupaten Sukamara,PT. BANK RAKYAT INDONESIA (PERSERO) TBK. CABANG PEMBANTU MENDAWAI SUKAMARA
484/PL16/KS.BIV/2021,18-08-2021,https://drive.google.com/file/d/1ZsOtpmwl8KuiLbCVBR4UqZfdTilZv44a/view?usp=sharing,18-08-2021,Dukungan Penyelenggaraan Program Studi di Luar Kampus Utama (PSDKU) Politeknik Negeri Pontianak (Polnep) di Kabupaten Sukamara,TIM PERCEPATAN PEMBANGUNAN DAERAH KABUPATEN SUKAMARA
497/PL16/KS.BIV/2021,26-08-2021,https://drive.google.com/file/d/1_S21tiqRKVCXAGdbz1rIw_KdJ2eetUkU/view?usp=sharing,26-08-2021,Vocational Training Tenaga Pendukung Kegiatan Fisik (Tukang) Program Kota Tanpa Kumuh (KOTAKU) Provinsi Kalimantan Barat,SATUAN KERJA PELAKSANAAN PRASARANA PERMUKIMAN WILAYAH I PROVINSI KALIMANTAN BARAT
802/PL16/KS.BIV/2021,10-09-2021,https://drive.google.com/file/d/1_gJticD6g7BoMuixlXZjoBMmkertIUBR/view?usp=sharing,10-09-2021,"Tri Dharma Perguruan Tinggi, Implementasi Merdeka Belajar Kampus Merdeka, dan Dukungan untuk Peningkatan Kualitas Tenaga Pengajar dan Manajemen Kampus",UNIVERSITAS OSO
836/PL16/KS.BIV/2021,30-09-2021,https://drive.google.com/file/d/1ZsFGfrmfFPDTmxfeO4af8Ifm8OjcF-no/view?usp=sharing,30-09-2021,Peningkatan Kualitas Pendidikan,PT. ACA PACIFIC INDONESIA
840/PL16/KS.BIV/2021,04-10-2021,https://drive.google.com/file/d/1Zs-CcLN1AauRIcecQIeVOjdyg7plmGNa/view?usp=sharing,04-10-2021,Dukungan Pengembangan dan Kerja Sama Masyarakat Terinstitusi,PT. BPR UNIVERSAL KALBAR
897/PL16/KS.BIV/2021,02-11-2021,https://drive.google.com/file/d/1_RrgH_f6boaPDP7xwbXv6HMQ_OowR_y_/view?usp=sharing,02-11-2021,Pelaksanaan Pekerjaan melalui Swakelola,"DINAS PEMUDA, OLAH RAGA DAN PARIWISATA KABUPATEN KETAPANG"
891/PL16/KS.BIV/2021,19-11-2021,https://drive.google.com/file/d/1_fczVEj04-HOFTvov3X55g7FBUky23XN/view?usp=sharing,19-11-2021,Program Peningkatan Pengembangan Pendidikan dan Pengajaran Berkelanjutan,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN UNIVERSITAS TANJUNGPURA
892/PL16/KS.BIV/2021,17-11-2021,https://drive.google.com/file/d/1_QusuziPdzNmUXcgBut93a4prECYif_k/view?usp=sharing,17-11-2021,Pelaksanaan Pekerjaan melalui Swakelola,"DINAS PEMBERDAYAAN MASYARAKAT, PEMERINTAHAN DESA DAN DAERAH TERTINGGAL KABUPATEN BENGKAYANG"
910/PL16/KS.BIV,29-11-2021,https://drive.google.com/file/d/1ZqzA6gvgFKE0-7vTx9L-d_VBJESByf8a/view?usp=sharing,29-11-2021,Kerja Sama Penyelenggaraan Program Diploma Dua Jalur Cepat (Program Diploma Dual Fast Track),PT. ARISTA JAYA LESTARI (WULING MOTORS)
911/PL16/KS.BIV/2021,01-12-2021,https://drive.google.com/file/d/1ZqyuFzZI6Q19WT_7s9Zw9x_L9pgKEmjb/view?usp=sharing,01-12-2021,,PUSAT PENGOLAHAN KELAPA TERPADU
914/PL16/KS.BIV/2021,02-12-2021,https://drive.google.com/file/d/1_eNpCTTfNhlMKREYvyP5vVXweB5jcLi9/view?usp=sharing,02-12-2021,,SMK NEGERI 1 SUNGAI RAYA
915/PL16/KS.BIV/2021,02-12-2021,https://drive.google.com/file/d/1_dcfhQY6nLeK_J5OBxyxEo2LWpwQwNrM/view?usp=sharing,02-12-2021,"Penelitian, Pengabdian pada Masyarakat, dan Pengembangan Wirausaha Bidang Perikanan",SMK NEGERI 1 SUNGAI RAYA
916/PL16/KS.BIV/2021,02-12-2021,https://drive.google.com/file/d/1_dIp3AfpjDLmdLLGnO-HYrbw3qG71cnW/view?usp=sharing,02-12-2021,Pembinaan Mutu Pendidikan pada Program Studi Vokasi Berstandar Industri,SMK NEGERI 1 SUNGAI RAYA
926/PL16/KS.BIV/2021,09-12-2021,https://drive.google.com/file/d/1_cUKP_VwENBY0xdnBrjkSEj25r0_lcZB/view?usp=sharing,09-12-2021,Pembinaan Mutu Pendidikan pada Program Studi Vokasi Berstandar Industri,SMK NEGERI 1 MEMPAWAH HULU
927/PL16/KS.BIV/2021,09-12-2021,https://drive.google.com/file/d/1_a3lKw87GOo2ui9ZbUzKBHyHmrmsFdP5/view?usp=sharing,09-12-2021,"Penelitian, Pengabdian pada Masyarakat, dan Pengembangan Wirausaha Bidang Perikanan",SMK NEGERI 1 MEMPAWAH HULU
941/PL16/KS.BIV/2021,15-12-2021,https://drive.google.com/file/d/1ZqMsA5Ks_CUQmX3sByhufZVNo4bnQuKI/view?usp=sharing,15-12-2021,Kerja Sama Penyelenggaraan Program Diploma Dua Jalur Cepat (Program Diploma Dual Fast Track),PT ASTRA INTERNATIONAL TBK - DAIHATSU
951/PL16/KS.BIV/2021,17-12-2021,https://drive.google.com/file/d/1_ZyZRpmoCy__YFCoqdGG2iJVi97yymPK/view?usp=sharing,17-12-2021,Kerja Sama Penyelenggaraan Program Diploma Dua Jalur Cepat (Program Diploma Dual Fast Track),SMK NEGERI 4 PONTIANAK
965/PL16/KS.BIV/2021,20-12-2021,https://drive.google.com/file/d/1Zye1qIRBgCaKp6QLlzCBUDAQJFvEcjT3/view?usp=sharing,20-12-2021,,PT. ALOE VERA INDONESIA
966/PL16/KS.BIV/2021,20-12-2021,https://drive.google.com/file/d/1_20jwNr2Ha8WsKG4ho4Tps5m3ULBg2rU/view?usp=sharing,20-12-2021,,PT. HOK TONG CLUSTER KALIMANTAN
975/PL16/KS.BIV/2021,21-12-2021,https://drive.google.com/file/d/1_ZJiVeflhXIvqYdVreLWeLDlTlfTeyIM/view?usp=sharing,21-12-2021,,SMK NEGERI 2 PEMANGKAT
980/PL16/KS.BIV/2021,21-12-2021,https://drive.google.com/file/d/1_WJhVhqJDuzZBZO1uhagUNuswNIzD66i/view?usp=sharing,21-12-2021,,SMK NEGERI 1 NANGA SEPAUK
983/PL16/KS.BIV/2021,21-12-2021,https://drive.google.com/file/d/1_UD2c5mTOz9v1nCNtLYADYeL7x8o_g22/view?usp=sharing,21-12-2021,,SMK SWASTA BUDI LUHUR SINTANG
1016/PL16/KS/2021,19-02-2021,https://drive.google.com/file/d/1_Alkq-YVziDt-sS3rMBS8RQDgQDe6p3U/view?usp=sharing,19-02-2021,"Pemberian Kompetensi Tambahan dan Sertifikasi Kompetensi bagi Lulusan dan Calon Lulusan Sekolah Menengah Kejuruan (SMK), Politeknik dan/atau Perguruan Tinggi Bidang Konstruksi di Kalimantan",BALAI JASA KONSTRUKSI WILAYAH V BANJARMASIN
207/PL16/KS.BIV/2021,01-04-2021,https://drive.google.com/file/d/1_8RF7gMvXcecpr8EbAlnzwbt9gGMC-fH/view?usp=sharing,01-04-2021,Penyusunan Dokumen Studi Kelayakan Pendirian Program Studi di Luar Kampus Utama (PSDKU) Politeknik Negeri Pontianak (Polnep) di Kabupaten Sukamara Tahun 2021,BADAN PERENCANAAN PEMBANGUNAN DAERAH (BAPPEDA) KABUPATEN SUKAMARA
,02-11-2021,https://drive.google.com/file/d/1_5uV65CRZ2ew79m2MW40BGud_HdsJ3MA/view?usp=sharing,02-11-2021,Kajian Pengembangan Kawasan Olahraga di Kecamatan Sanggau Ledo Kabupaten Bengkayang,DINAS PEMUDA OLAH RAGA DAN PARIWISATA KABUPATEN BENGKAYANG
,02-11-2021,https://drive.google.com/file/d/1_5X1qt_ud_t4Rg-4huOG-GpB4FWfx8S5/view?usp=sharing,02-11-2021,Kajian Pengembangan Wisata di Kawasan Pesisir dan Pulau-pulau Kecil di Kabupaten Bengkayang,DINAS PEMUDA OLAH RAGA DAN PARIWISATA KABUPATEN BENGKAYANG
7960/PL16/KP/2021,20-12-2021,https://drive.google.com/file/d/1_h4w9R8Dw3WwT4s6FX9Xi9pnGBp7wu96/view?usp=sharing,20-12-2021,Pelaksanaan Pekerjaan Penyelenggaraan Pelatihan Applied Approach (AA),LEMBAGA PENJAMINAN MUTU DAN PENGEMBANGAN PENDIDIKAN UNIVERSITAS HASANUDDIN
,29-07-2022,https://drive.google.com/file/d/1avS2Ct4d3TeRcdqL031fvlGadjoZL5MC/view?usp=drive_link,29-07-2022,Swakelola Pendampingan Program SMK Pusat Keunggulan,DIREKTORAT SEKOLAH MENENGAH KEJURUAN
,29-07-2022,https://drive.google.com/file/d/1at--istUgZ-kvAKKCM-4WBzk6u0h83v0/view?usp=sharing,29-07-2022,Pendampingan Program SMK Pusat Keunggulan,DIREKTORAT SEKOLAH MENENGAH KEJURUAN
,29-11-2022,https://drive.google.com/file/d/1aI7uee0pO5MrCfTAHx4zKZb4bDPoUznN/view?usp=sharing,29-11-2022,,POLITEKNIK KOTA KINABALU
,06-12-2022,https://drive.google.com/file/d/1aLKiZdIZCEgIy7n-nZTRFlbtJpb1lAlB/view?usp=sharing,06-12-2022,,THE DEGGENDORF INSTITUTE OF TECHNOLOGY (DIT)
,06-12-2022,https://drive.google.com/file/d/1aFVrQylNK8RgUUiPAoUUDLTg2v5v9enD/view?usp=sharing,06-12-2022,,THE DEGGENDORF INSTITUTE OF TECHNOLOGY (DIT)
,19-12-2022,https://drive.google.com/file/d/1aK5z3GwwZryEcvz-6g19SC2CYsHQOU94/view?usp=sharing,19-12-2022,,TU DRESDEN INSTITUTE FOR FURTHER AND CONTINUING EDUCATION
001/PL16/KS.BIV/2022,23-03-2022,https://drive.google.com/file/d/1argJ3tI_ikeKKtRXn3IAmxu9FlA_zXh_/view?usp=sharing,23-03-2022,Penguatan Penyelenggaraan Tridharma Perguruan Tinggi dan Program Jaminan Kesehatan Nasional,BADAN PENYELENGGARA JAMINAN SOSIAL KESEHATAN (BPJS) CABANG PONTIANAK
009/PL16/KS.BIV/2022,07-01-2022,https://drive.google.com/file/d/1aBl-jrFu3Vq-706xFGKvMu7Il4i0CuLG/view?usp=sharing,07-01-2022,Pembinaan Mutu Pendidikan pada Program Studi Vokasi Berstandar Industri,SMK AL-IMAN TERPADU
010/PL16/KS.BIV/2022,07-01-2022,https://drive.google.com/file/d/1aAEOGYX-8DuIidi2W64QGWLM2qtLh9L3/view?usp=sharing,07-01-2022,"Penelitian, Pengabdian pada Masyarakat, dan Pengembangan Wirausaha Bidang Perikanan",SMK AL-IMAN TERPADU
035/PL16/KS.BIV/2022,19-01-2022,https://drive.google.com/file/d/1ajNjKdjOjtNyLUj7lyhyriAJOKmCUfa1/view?usp=sharing,19-01-2022,,UNIVERSITAS MULAWARMAN
041/PL16/KS.BIV/2022,21-01-2022,https://drive.google.com/file/d/1_snNcqEqgLrNQ_tH70bmQ3jgVOOYDRRf/view?usp=sharing,21-01-2022,"Dukungan Pengembangan dan Kerja Sama Kegiatan Praktek Mata Kuliah, Praktek Kerja Lapangan (PKL), Tugas Akhir (TA) Mahasiswa dan Rekruitmen Alumni",CV AGRIBISNIS MULTI SEKTOR
042/PL16/KS.BIV/2022,21-01-2022,https://drive.google.com/file/d/1_qIfhQXaUQbvbcT9D6sYWW7-Triz_HlJ/view?usp=sharing,21-01-2022,"Pelatihan, Penelitian, dan Pengembangan Usaha Bidang Perikanan",CV AGRIBISNIS MULTI SEKTOR
050/PL16/KS.BIV/2022,25-01-2022,https://drive.google.com/file/d/1ah1NTyqpnmZtYBtdSbYJWya09lKifOeG/view?usp=sharing,25-01-2022,Peningkatan Kualitas Sumber Daya Manusia melalui Pendidikan Vokasi,POLITEKNIK PERTANIAN NEGERI PANGKAJENE KEPULAUAN
060/PL16/KS.BIV/2022,27-01-2022,https://drive.google.com/file/d/1_pqWIIaQxVGJC0IcF3CO_AgKTtuLu_3B/view?usp=sharing,27-01-2022,"Dukungan Pengembangan dan Kerja Sama Kegiatan Praktek Mata Kuliah, Praktek Kerja Lapangan (PKL), Tugas Akhir (TA) Mahasiswa dan Rekruitmen Alumni",CV. BINA CITRA USAHA
061/PL16/KS.BIV/2022,27-01-2022,https://drive.google.com/file/d/1_pYf_hyR1N1pREk4MrrnAOqhpVTGadnX/view?usp=sharing,27-01-2022,"Pelatihan, Penelitian, dan Pengembangan Usaha Bidang Perikanan",CV. BINA CITRA USAHA
063/PL16/KS.BIV/2022,27-01-2022,https://drive.google.com/file/d/1_pHJes6SaCX0pb6XBSdR53JqGnRREk0R/view?usp=sharing,27-01-2022,"Dukungan Pengembangan dan Kerja Sama Kegiatan Praktek Mata Kuliah, Praktek Kerja Lapangan (PKL), Tugas Akhir (TA) Mahasiswa dan Rekruitmen Alumni",FARM 169
064/PL16/KS.BIV/2022,27-01-2022,https://drive.google.com/file/d/1_oj5aILBE63kdhsTdOPeqFA6j2GbIYXR/view?usp=sharing,27-01-2022,"Pelatihan, Penelitian, dan Pengembangan Usaha Bidang Perikanan",FARM 169
065/PL16/KS.BIV/2022,27-01-2022,https://drive.google.com/file/d/1_odyB9ACzmoJfC0aHODkyu27_5p5HgX1/view?usp=sharing,27-01-2022,,UNIT PEMBENIHAN DAN PENDEDERAN IKAN AIR TAWAR (UPPIAT) AMPERA
066/PL16/KS.BIV/2022,27-01-2022,https://drive.google.com/file/d/1_noln7xTygoc5bwv4ffnzMSxRf5Cknse/view?usp=sharing,27-01-2022,"Dukungan Pengembangan dan Kerja Sama Kegiatan Praktek Mata Kuliah, Praktek Kerja Lapangan (PKL), Tugas Akhir (TA) Mahasiswa dan Rekruitmen Alumni",UNIT PEMBENIHAN DAN PENDEDERAN IKAN AIR TAWAR (UPPIAT) AMPERA
067/PL16/KS.BIV/2022,27-01-2022,https://drive.google.com/file/d/1_mChTk6bRm-SmqlCUXHY8RcicaS1shRY/view?usp=sharing,27-01-2022,"Pelatihan, Penelitian, dan Pengembangan Usaha Bidang Perikanan",UNIT PEMBENIHAN DAN PENDEDERAN IKAN AIR TAWAR (UPPIAT) AMPERA
073/PL16/KS.BIV/2022,31-01-2022,https://drive.google.com/file/d/1aqo9FM1ugweSA9dh3qhtkjQmxuEO5WA2/view?usp=sharing,31-01-2022,,SOUTHEAST ASIAN MINISTERS OF EDUCATION ORGANIZATION REGIONAL OPEN LEARNING CENTRE (SEAMEO SEAMOLEC)
078/PL16/KS.BIV/2022,03-08-2022,https://drive.google.com/file/d/1aqnbQUBQ7VyZWYPNMZI213crUSGfPXJY/view?usp=sharing,03-08-2022,Implementasi Model Pengembangan Media Pembelajaran Berbasis Augmented Reality (AR) dan Virtual Reality (VR),SOUTHEAST ASIAN MINISTERS OF EDUCATION ORGANIZATION REGIONAL OPEN LEARNING CENTRE (SEAMEO SEAMOLEC)
079/PL16/KS.BIV/2022,02-02-2022,https://drive.google.com/file/d/1aqX5A4VlIBTyj-wlEzwWhkSwm6zVs76c/view?usp=sharing,02-02-2022,Tax Center Politeknik Negeri Pontianak,KANWIL DJP KALIMANTAN BARAT
096/PL16/KS.BIV/2022,14-02-2022,https://drive.google.com/file/d/1aeFxMDpC_NpB_sFAR8OHaAyIX7boteja/view?usp=sharing,14-02-2022,"Penyelenggaraan Pendidikan, Penelitian, dan Pengabdian kepada Masyarakat dan Pengembangan Sumber Daya Institusi",UNIVERSITAS TELKOM
102/PL16/KS.BIV/2022,17-02-2022,https://drive.google.com/file/d/1_ll-FUtwdI4qzvTUgME6V8V9k1fF1M5r/view?usp=sharing,17-02-2022,,PT. KALIMANTAN SANGGAR PUSAKA
109/PL16/KS.BIV/2022,21-02-2022,https://drive.google.com/file/d/1aqRceu4AdK3dieia6BO0uugzfOa3SsGx/view?usp=sharing,21-02-2022,Dukungan Pengembangan dan Kerja Sama Masyarakat Terinstitusi,PEMERINTAH KABUPATEN KAPUAS HULU
134/PL16/KS.BIV/2022,07-03-2022,https://drive.google.com/file/d/1aeEobQql-VFk3C3SzcNNblJ3OUmHWnHn/view?usp=sharing,07-03-2022,"Pengembangan Pendidikan, Penelitian, Pengabdian kepada Masyarakat, dan Peningkatan Sumber Daya Manusia",UNIVERSITAS NEGERI MALANG (UM)
139/PL16/KS.BIV/2022,08-03-2022,https://drive.google.com/file/d/1acd1QMN12Vdb2vfhOYc2mWY9Jz2URbaW/view?usp=sharing,08-03-2022,Implementasi Program Merdeka Belajar Kampus Merdeka Penelitian Bersama,PROGRAM STUDI D3 MANAJEMEN PEMASARAN FAKULTAS EKONOMI DAN BISNIS UNIVERSITAS NEGERI MALANG
140/PL16/KS.BIV/2022,08-03-2022,https://drive.google.com/file/d/1acHuxF72XEnk1pGMbY5hXleswgHe0R_J/view?usp=sharing,08-03-2022,Implementasi Program Merdeka Belajar Kampus Merdeka Pengabdian kepada Masyarakat,PROGRAM STUDI D3 MANAJEMEN PEMASARAN FAKULTAS EKONOMI DAN BISNIS UNIVERSITAS NEGERI MALANG
