id,nib,mitra,kategori_mitra,badan_mitra,kriteria_mitra,klasifikasi_mitra,klbi,tanggal_pendirian,alamat,negara_mitra,provinsi_mitra,kabupaten_kota_mitra,email,telepon,kodepos,website,logo,profil,sub_kategori_mitra
f0c56dc6,,FAKULTAS SAINS DAN TEKNOLOGI UNIVERSITAS TERBUKA,Perguruan tinggi yang masuk dalam daftar QS200 berdasarkan bidang ilmu (subject),NEGERI,Perguruan Tinggi Yang Masuk Dalam Daftar QS200 Berdasarkan Bidang Ilmu (QS200 By Subject),,,,"Gedung Fakultas II Jl. Cabe Raya, Pondok Cabe, Pamulang, Tangerang Selatan, 15418",INDONESIA,Banten,Kota Tangerang Selatan,fst@ecampus.ut.ac.id,(021) 7490941,,https://www.ut.ac.id/fst/,T_mitra_Images/f0c56dc6.logo.030833.png,"Fakultas Sains dan Teknologi Universitas Terbuka (FST UT), yang sebelumnya dikenal sebagai Fakultas Matematika dan Ilmu Pengetahuan Alam (FMIPA) hingga perubahan namanya pada tahun 2019, merupakan fakultas yang berfokus pada pengembangan ilmu sains, teknologi, dan rekayasa melalui sistem pendidikan tinggi terbuka dan jarak jauh (PTJJ). Fakultas ini bertujuan menghasilkan lulusan yang kompeten, mandiri, dan kompetitif dengan menawarkan berbagai program studi strategis, mulai dari Matematika, Statistika, Biologi, Agribisnis, Teknologi Pangan, Perencanaan Wilayah dan Kota, hingga program baru seperti Sistem Informasi dan Sains Data. Dengan dukungan fasilitas modern seperti Virtual Reality Lab, praktikum berbasis teknologi, serta kurikulum yang relevan dengan kebutuhan industri digital dan nasional, FST UT berkomitmen menyediakan akses pendidikan sains yang fleksibel namun tetap berkualitas bagi seluruh lapisan masyarakat di Indonesia maupun luar negeri.",FAKULTAS
448efcc6,,PT. KREASI PUTRA HOTAMA,Perusahaan teknologi global,,Perusahaan Swasta,,,,Jalan Sungai Raya Dalam Komplek Golden City Nomor D3,INDONESIA,Kalimantan Barat,Kubu Raya,,,,,T_mitra_Images/448efcc6.logo.094720.jpg,,
282a6cc0,,PT ARAH TEKNOLOGI INDONESIA,Perusahaan rintisan (startup company) teknologi,,Perusahaan Rintisan (startup Company) Teknologi,Informasi dan komunikasi,,,Gedung IBT Polnep Jalan Jenderal Ahmad Yani,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,,,
9813ab78,,PT. AIRMAS TANJUNG,Perusahaan teknologi global,,Perusahaan Swasta,,,,Jalan Sepakat 2 Ahmad Yani Ruko No. 1,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,,,
b72b472b,,CV. IDEKITE INDONESIA,Perusahaan teknologi global,,Perusahaan Swasta,,,,Jalan H.M. Suwignyo Gang Margodadirejo 1 No. 8,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,T_mitra_Images/b72b472b.logo.094632.jpg,,
d8a2a28f,,PT. INOVASI INDUSTRI INDONESIA,Perusahaan teknologi global,,Perusahaan Swasta,,,,Jalan Danau Sentarum Gang Fajar Kencana Jalur 5 No. 6,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,,,
fceb15f1,,SMK PLUS DESA NUSANTARA,Institusi Pendidikan,SWASTA,Lembaga Pendidikan Dalam Negeri,,,,Komplek YPSBK Jalan Jendral Sudirman-Semboja,INDONESIA,Kalimantan Barat,Sanggau,,,,,T_mitra_Images/fceb15f1.logo.094538.png,,
0d59639b,,SMK NEGERI 2 SINGKAWANG,Institusi Pendidikan,NEGERI,Lembaga Pendidikan Dalam Negeri,,,,Jalan Bambang Ismoyo Nomor 17,INDONESIA,Kalimantan Barat,Kota Singkawang,,,,,T_mitra_Images/0d59639b.logo.094450.jpg,,
6af2d0a6,,PT. LAYAR ARUNGI PERSADA,Dunia Usaha,,Perusahaan Swasta,,,,Jalan Parit H. Husin II Komplek Balimas 2 No. B-16,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,T_mitra_Images/6af2d0a6.logo.094421.png,,
2856e6e3,,PT. PERKEBUNAN NUSANTARA XII,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,BUMN,"Pertanian, kehutanan, dan perikanan",,,Jalan Sultan Syarif Abdurrahman No. 11,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,T_mitra_Images/2856e6e3.logo.094355.png,,
d52d9c62,,CV. BINA CITRA USAHA,Dunia Usaha,,Perusahaan Swasta,,,,Jalan Mohammad Sohor Jembatan 16 RT 04 / RW XI,INDONESIA,Kalimantan Barat,Sambas,,,,,,,
ac257a3b,,PELABUHAN PERIKANAN NUSANTARA (PPN) PEMANGKAT,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,BUMN,"Pertanian, kehutanan, dan perikanan",,,Jalan Penjajap Timur,INDONESIA,Kalimantan Barat,Sambas,,,,,,,
01821ecf,,PT. PEGADAIAN (PERSERO) SANGGAU,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,BUMN,Aktivitas keuangan dan asuransi,,,Jalan Gajah Mada,INDONESIA,Kalimantan Barat,Sanggau,,,,,T_mitra_Images/01821ecf.logo.094243.png,,
4c507f96,,DIREKTORAT SEKOLAH MENENGAH KEJURUAN,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Instansi Pemerintah/Pemerintah Daerah,Kementerian / Lembaga Pemerintah Pusat,,,"Jalan Jenderal Sudirman, Komplek Kementerian Pendidikan dan Kebudayaan, Gedung E Lantai 13, Senayan",INDONESIA,DKI Jakarta,,,,,,,,
953020ce,,PT. SASANA SAHABAT KOMPAK JAYA KALIMANTAN TENGAH,Dunia Usaha,,Perusahaan Swasta,,,,"Jalan Alipandi Sarjan No. 60, Pangkalan Bun",INDONESIA,Kalimantan Tengah,,,,,,T_mitra_Images/953020ce.logo.094141.png,,
b4d5fb3c,,DEWAN PENDIDIKAN KABUPATEN SUKAMARA,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Instansi Pemerintah/Pemerintah Daerah,Pemerintah Daerah Tingkat Kota/Kabupaten,,,Jalan Pangeran Sukarma,INDONESIA,Kalimantan Tengah,Sukamara,,,,,,,
33124b92,,PT. KURNIA WAHAB KABUPATEN SUKAMARA,Rumah Sakit,,Perusahaan Swasta,,,,Jalan Cakra Adiwijaya No. 41,INDONESIA,Kalimantan Tengah,Sukamara,,,,,,,
1df6e3fd,,PT. BANK RAKYAT INDONESIA (PERSERO) TBK. CABANG PEMBANTU MENDAWAI SUKAMARA,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,BUMN,Aktivitas keuangan dan asuransi,,,Jalan Tjilik Riwut Km. 1,INDONESIA,Kalimantan Tengah,Sukamara,,,,,T_mitra_Images/1df6e3fd.logo.094055.png,,
2fa2e9cb,,TIM PERCEPATAN PEMBANGUNAN DAERAH KABUPATEN SUKAMARA,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Instansi Pemerintah/Pemerintah Daerah,Pemerintah Daerah Tingkat Kota/Kabupaten,,,Jalan Tjilik Riwut Km. 7,INDONESIA,Kalimantan Tengah,Sukamara,,,,,,,
83234924,,SATUAN KERJA PELAKSANAAN PRASARANA PERMUKIMAN WILAYAH I PROVINSI KALIMANTAN BARAT,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Instansi Pemerintah/Pemerintah Daerah,Pemerintah Daerah Tingkat Kota/Kabupaten,,,Jalan Ahmad Yani No. 121,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,,,
ba352395,,UNIVERSITAS OSO,"Perguruan tinggi, fakultas, atau program studi dalam bidang yang relevan",SWASTA,"Perguruan Tinggi, Fakultas, Atau Program Studi Dalam Bidang Yang Relevan",,,,Jalan Untung Suropati No. 99,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,T_mitra_Images/ba352395.logo.093953.png,,
4aff9b33,,PT. ACA PACIFIC INDONESIA,Perusahaan teknologi global,,Perusahaan Swasta,,,,Jalan Prof. Dr. Satrio Kav C4,INDONESIA,DKI Jakarta,Kota Jakarta Selatan,,,,,T_mitra_Images/4aff9b33.logo.093917.jpg,,
f9ada992,,PT. BPR UNIVERSAL KALBAR,Dunia Usaha,,Perusahaan Swasta,,,,Jalan Sultan Abdurrahman No. 52,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,T_mitra_Images/f9ada992.logo.093852.png,,
6193599b,,"DINAS PEMUDA, OLAH RAGA DAN PARIWISATA KABUPATEN KETAPANG",Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Instansi Pemerintah/Pemerintah Daerah,Pemerintah Daerah Tingkat Kota/Kabupaten,,,Jalan Guna Baru Rangkang,INDONESIA,Kalimantan Barat,Bengkayang,,0562441879,,,T_mitra_Images/6193599b.logo.093752.jpg,,
516e66d8,,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN UNIVERSITAS TANJUNGPURA,"Perguruan tinggi, fakultas, atau program studi dalam bidang yang relevan",NEGERI,"Perguruan Tinggi, Fakultas, Atau Program Studi Dalam Bidang Yang Relevan",,,,Jalan Prof. Dr. Hadari Nawawi,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,T_mitra_Images/516e66d8.logo.093506.png,,
058c3b33,,PT. ARISTA JAYA LESTARI (WULING MOTORS),Dunia Usaha,,Perusahaan Swasta,,,,Jalan Arteri Supadio,INDONESIA,Kalimantan Barat,Kubu Raya,,,,,T_mitra_Images/058c3b33.logo.093425.jpg,,
4496b32c,,PUSAT PENGOLAHAN KELAPA TERPADU,Dunia Usaha,,Perusahaan Swasta,,,,Jalan Mangkuyudan 43,INDONESIA,DI Yogyakarta,Kota Yogyakarta,,,,,,,
9fcd5887,,SMK NEGERI 1 SUNGAI RAYA,Institusi Pendidikan,NEGERI,Lembaga Pendidikan Dalam Negeri,,,,"Sultan Agung, Kuala Dua, Kec. Sungai Raya",INDONESIA,Kalimantan Barat,Kubu Raya,,08152204386,,,T_mitra_Images/9fcd5887.logo.093258.jpg,,
473d5037,,SMK NEGERI 1 MEMPAWAH HULU,Institusi Pendidikan,NEGERI,Lembaga Pendidikan Dalam Negeri,,,,Jalan Raya Karangan-Sompak,INDONESIA,Kalimantan Barat,Landak,,,,,T_mitra_Images/473d5037.logo.092523.jpg,,
8d395d60,,PT ASTRA INTERNATIONAL TBK - DAIHATSU,Perusahaan multinasional,,Perusahaan Multinasional,"Perdagangan besar dan eceran, reparasi mobil dan motor",,,Jalan Arteri Supadio,INDONESIA,Kalimantan Barat,Kubu Raya,,,,,T_mitra_Images/8d395d60.logo.092451.jpg,,
d604f5a9,,PT. ALOE VERA INDONESIA,Dunia Usaha,,Perusahaan Swasta,,,,"Jalan Khatulistiwa Km. 4,8",INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,T_mitra_Images/d604f5a9.logo.092423.png,,
92b9faa2,,PT. HOK TONG CLUSTER KALIMANTAN,Dunia Usaha,,Perusahaan Swasta,,,,"Jalan S. Parman, Komp. Villa Palma No. D5-D6",INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,,,
60e364ac,,SMK NEGERI 2 PEMANGKAT,Institusi Pendidikan,NEGERI,Lembaga Pendidikan Dalam Negeri,,,,Jalan Gedung Nasional,INDONESIA,Kalimantan Barat,Sambas,,,,,T_mitra_Images/60e364ac.logo.092328.jpg,,
4d30c3e2,,SMK NEGERI 1 NANGA SEPAUK,Institusi Pendidikan,NEGERI,Lembaga Pendidikan Dalam Negeri,,,,Jalan Raya Sintang Pontianak Km. 40,INDONESIA,Kalimantan Barat,Sintang,,,,,T_mitra_Images/4d30c3e2.logo.092304.jpg,,
7655d8ab,,SMK SWASTA BUDI LUHUR SINTANG,Institusi Pendidikan,SWASTA,Lembaga Pendidikan Dalam Negeri,,,,Jalan Mohammad Saad,INDONESIA,Kalimantan Barat,Sintang,,,,,T_mitra_Images/7655d8ab.logo.092234.png,,
864cc2dd,,BALAI JASA KONSTRUKSI WILAYAH V BANJARMASIN,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Instansi Pemerintah/Pemerintah Daerah,Pemerintah Daerah Tingkat Kota/Kabupaten,,,Jalan Yos Sudarno No. 37 A,INDONESIA,Kalimantan Selatan,Kota Banjarmasin,,,,,,,
c92d3226,,BADAN PERENCANAAN PEMBANGUNAN DAERAH (BAPPEDA) KABUPATEN SUKAMARA,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Instansi Pemerintah/Pemerintah Daerah,Pemerintah Daerah Tingkat Kota/Kabupaten,,,"Jalan Tjilik Riwut KM 7,5",INDONESIA,Kalimantan Tengah,Sukamara,,,,,,,
a9b7efc4,,DINAS PEMUDA OLAH RAGA DAN PARIWISATA KABUPATEN BENGKAYANG,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Instansi Pemerintah/Pemerintah Daerah,Pemerintah Daerah Tingkat Kota/Kabupaten,,,Jalan Guna Baru Rangkang,INDONESIA,Kalimantan Barat,Bengkayang,,,,,,,
c5b1853f,,LEMBAGA PENJAMINAN MUTU DAN PENGEMBANGAN PENDIDIKAN UNIVERSITAS HASANUDDIN,"Perguruan tinggi, fakultas, atau program studi dalam bidang yang relevan",NEGERI,"Perguruan Tinggi, Fakultas, Atau Program Studi Dalam Bidang Yang Relevan",,,,Jalan Perintis Kemerdekaan Km. 10,INDONESIA,Sulawesi Selatan,Kota Makassar,,,,,T_mitra_Images/c5b1853f.logo.092141.png,,
05f6256c,,POLITEKNIK KOTA KINABALU,"Perguruan tinggi, fakultas, atau program studi dalam bidang yang relevan",,Lembaga Pendidikan Luar Negeri,,,,,MALAYSIA,,,,,,,T_mitra_Images/05f6256c.logo.092113.png,,
d3cb185f,,SMK MANDIRI,Institusi Pendidikan,SWASTA,Lembaga Pendidikan Dalam Negeri,,,,Jalan Tanjung Raya II Gang Sami Sumping,INDONESIA,Kalimantan Barat,Kota Pontianak,,085245477090,,,,,
f1b012c1,,THE DEGGENDORF INSTITUTE OF TECHNOLOGY (DIT),Perguruan tinggi yang masuk dalam daftar QS200 berdasarkan bidang ilmu (subject),,Lembaga Pendidikan Luar Negeri,,,,"Dieter-Gorlitz-Platz 1, 94469 Deggendorf",GERMANY,,,,,,,T_mitra_Images/f1b012c1.logo.092015.png,,
bfaec4d5,,TU DRESDEN INSTITUTE FOR FURTHER AND CONTINUING EDUCATION,Perguruan tinggi yang masuk dalam daftar QS200 berdasarkan bidang ilmu (subject),,Lembaga Pendidikan Luar Negeri,,,,Freiberger Str. 37. 01067,GERMANY,,,,,,,T_mitra_Images/bfaec4d5.logo.091934.png,,
29c9b0f0,,BADAN PENYELENGGARA JAMINAN SOSIAL KESEHATAN (BPJS) CABANG PONTIANAK,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,BUMN,Aktivitas keuangan dan asuransi,,,Jalan Sultan Abdurrahman Nomor 135,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,T_mitra_Images/29c9b0f0.logo.091851.jpg,,
bb7ac5ae,,UNIVERSITAS MULAWARMAN,Perguruan tinggi yang masuk dalam daftar QS200 berdasarkan bidang ilmu (subject),NEGERI,Perguruan Tinggi Yang Masuk Dalam Daftar QS200 Berdasarkan Bidang Ilmu (QS200 By Subject),,,,"Jl. Kuaro, Gn. Kelua",INDONESIA,Kalimantan Timur,Kota Samarinda,,,,,T_mitra_Images/bb7ac5ae.logo.091814.png,,
f4d3cff8,,CV AGRIBISNIS MULTI SEKTOR,Dunia Usaha,,Perusahaan Swasta,,,,"Jalan Padat Karya, Komplek Villa Karya Perdana 1A, Saigon, Pontianak Timur, Pontianak, Kalimantan Barat",INDONESIA,Kalimantan Barat,Kota Pontianak,1975m.taufik@gmail.com,081345107345,,,T_mitra_Images/f4d3cff8.logo.090335.jpg,"Secara ringkas, CV Agribisnis Multi Sektor adalah perusahaan swasta lokal di Pontianak yang bergerak dalam produksi dan pemeliharaan benih/bibit ikan air tawar, serta menjadi mitra edukasi untuk praktik lapangan agribisnis perikanan.",
0db67a3a,,POLITEKNIK PERTANIAN NEGERI PANGKAJENE KEPULAUAN,"Perguruan tinggi, fakultas, atau program studi dalam bidang yang relevan",NEGERI,"Perguruan Tinggi, Fakultas, Atau Program Studi Dalam Bidang Yang Relevan",,,,"Jalan Poros Makassar-Parepare Km. 83, Mandalle, Pangkep",INDONESIA,Sulawesi Selatan,,,,,,T_mitra_Images/0db67a3a.logo.091716.jpg,,
dc59fd37,,SOUTHEAST ASIAN MINISTERS OF EDUCATION ORGANIZATION REGIONAL OPEN LEARNING CENTRE (SEAMEO SEAMOLEC),Organisasi,,Lembaga Pendidikan Luar Negeri,,,,"Kompleks Universitas Terbuka, Jalan Cabe Raya, Pondok Cabe",INDONESIA,Banten,Kota Tangerang Selatan,,,,,T_mitra_Images/dc59fd37.logo.091649.jpg,,
e1a347eb,,UNIVERSITAS TELKOM,Perguruan tinggi yang masuk dalam daftar QS200 berdasarkan bidang ilmu (subject),SWASTA,Perguruan Tinggi Yang Masuk Dalam Daftar QS200 Berdasarkan Bidang Ilmu (QS200 By Subject),,,,"Komplek Bandung Technoplek Jalan Telekomunikasi Nomor 1, Terusan Buah Batu",INDONESIA,Jawa Barat,Bandung,,,,,T_mitra_Images/e1a347eb.logo.091209.png,,
a30a2c16,,PT. KALIMANTAN SANGGAR PUSAKA,Dunia Usaha,,Perusahaan Swasta,,,,"International Financial Centre Tower 2, Lantai 21 Jalan Jendral Sudirman Kav. 22-23",INDONESIA,DKI Jakarta,,,,,,,,
685d0d63,,PROGRAM STUDI D3 MANAJEMEN PEMASARAN FAKULTAS EKONOMI DAN BISNIS UNIVERSITAS NEGERI MALANG,Perguruan tinggi yang masuk dalam daftar QS200 berdasarkan bidang ilmu (subject),NEGERI,Perguruan Tinggi Yang Masuk Dalam Daftar QS200 Berdasarkan Bidang Ilmu (QS200 By Subject),,,,Jalan Semarang 05,INDONESIA,Jawa Timur,Kota Malang,,,,,T_mitra_Images/685d0d63.logo.081706.png,,
b4b49999,,PT. REZEKI KENCANA,Dunia Usaha,,Perusahaan Swasta,,,,KEM Tower lt 3 & 5 Jalan Landasan Pacu Barat B10 Kav. 02,INDONESIA,DKI Jakarta,Kota Jakarta Pusat,,,,,,,
c3114b0e,,PT. ANZON TOYOTA,Dunia Usaha,,Perusahaan Swasta,,,,Jalan Jenderal Ahmad Yani,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,T_mitra_Images/c3114b0e.logo.081554.jpg,,
d4c33275,,CV. WAHANA SERVICE,Dunia Usaha,,Perusahaan Swasta,,,,Jalan GM Situt No. 43,INDONESIA,Kalimantan Barat,Kota Singkawang,,,,,,,
8c91be34,,PT. SEPANJANG INTI SURYA MULIA,Dunia Usaha,,Perusahaan Swasta,,,,,INDONESIA,Kalimantan Barat,Ketapang,,,,,,,
a0a53909,,PT. BARA KARYA SARANA,Dunia Usaha,,Perusahaan Swasta,,,,Jalan Sui Raya Dalam Komplek BDN No. 2,INDONESIA,Kalimantan Barat,Kubu Raya,,,,,T_mitra_Images/a0a53909.logo.081433.jpg,,
f9f7273d,,BALAI PENGELOLA TRANSPORTASI DARAT (BPTD) WILAYAH XIV PROVINSI KALIMANTAN BARAT,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Instansi Pemerintah/Pemerintah Daerah,Pemerintah Daerah Tingkat Provinsi,,,Jalan Trans Kalimantan,INDONESIA,Kalimantan Barat,Kubu Raya,,,,,,,
74ee66a3,,UNIVERSITAS PENDIDIKAN INDONESIA,Perguruan tinggi yang masuk dalam daftar QS200 berdasarkan bidang ilmu (subject),NEGERI,Perguruan Tinggi Yang Masuk Dalam Daftar QS200 Berdasarkan Bidang Ilmu (QS200 By Subject),,,,Jalan Dr. Setiabudhi No. 229,INDONESIA,Jawa Barat,Kota Bandung,,,,,T_mitra_Images/74ee66a3.logo.081317.png,,
274984ec,,LEMBAGA PENYIARAN PUBLIK RADIO REPUBLIK INDONESIA (RRI) PONTIANAK,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,BUMN,Informasi dan komunikasi,,,Jalan Jenderal Sudirman No. 7,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,T_mitra_Images/274984ec.logo.081223.png,,
3c17bf47,,BADAN PENGAWAS OBAT DAN MAKANAN,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Instansi Pemerintah/Pemerintah Daerah,Pemerintah Daerah Tingkat Kota/Kabupaten,,,Jalan Dr. Soedarso,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,T_mitra_Images/3c17bf47.logo.081120.png,,
bf829318,,PT. ANUGERAH REZEKI TEKNINDO,Dunia Usaha,,Perusahaan Swasta,,,,Jalan Parit Haji Husin 2 No. 1 A-B,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,,,
8bed9bf0,,PEMERINTAH DESA KUMPANG TENGAH,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Instansi Pemerintah/Pemerintah Daerah,Pemerintah Daerah Tingkat Kota/Kabupaten,,,Jalan Dusun Kumpang Hulu RT 01/RW 05,INDONESIA,Kalimantan Barat,Landak,,,,,,,
f81c22cc,,ASTEKINDO PROVINSI KALIMANTAN BARAT,Organisasi,,Perusahaan Swasta,,,,Jalan Prof. M. Yamin Gg. Swakarya III No. 33 A,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,T_mitra_Images/f81c22cc.logo.081031.jpg,,
640ca9af,,PT. ASABRI (PERSERO),Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,BUMN,Aktivitas keuangan dan asuransi,,,Jalan Mayjen Sutoyo Nomor 11,INDONESIA,DKI Jakarta,Kota Jakarta Timur,,,,,T_mitra_Images/640ca9af.logo.080957.jpg,,
c7d2beec,,EXCELLENCE ENGLISH STUDIO,Institusi Pendidikan,,Perusahaan Swasta,,,,Jalan Parit H. Husin 2 Komplek Acisa Permai No. 55,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,,,
9d25b08c,,PT ASTRA INTERNATIONAL TBK - TOYOTA AUTO 2000 SUPADIO,Perusahaan multinasional,,Perusahaan Multinasional,"Perdagangan besar dan eceran, reparasi mobil dan motor",,,Jalan Arteri Supadio,INDONESIA,Kalimantan Barat,Kubu Raya,,,,,T_mitra_Images/9d25b08c.logo.080907.png,,
48bd2388,,BALAI BESAR PENGEMBANGAN SDM DAN PENELITIAN KOMINFO MEDAN,"Lembaga riset pemerintah, swasta, nasional, maupun internasional",,"Lembaga Riset Pemerintah, Swasta, Nasional, Maupun Internasional",,,,Jalan Tombak No. 31,INDONESIA,Sumatera Utara,Kota Medan,,,,,T_mitra_Images/48bd2388.logo.080831.png,,
535ca58c,,POLITEKNIK TONGGAK EQUATOR,"Perguruan tinggi, fakultas, atau program studi dalam bidang yang relevan",SWASTA,"Perguruan Tinggi, Fakultas, Atau Program Studi Dalam Bidang Yang Relevan",,,,Jalan Fatimah,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,T_mitra_Images/535ca58c.logo.080803.jpg,,
8b7af84c,,PT. GAYA MAKMUR TRACTORS,Dunia Usaha,,Perusahaan Swasta,,,,Jalan Arteri Supadio Ruko AYANI BISS PARK No. A1-A2,INDONESIA,Kalimantan Barat,Kubu Raya,,,,,T_mitra_Images/8b7af84c.logo.080739.jpg,,
9b84443a,,CV. ARTHA BIMA CITRA,Dunia Usaha,,Perusahaan Swasta,,,,Jalan Atot Ahmad,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,,,
81a31150,,PT. KINOBI TECHNOLOGIES INDONESIA,Perusahaan teknologi global,,Perusahaan Swasta,,,,"South Quarter, Tower C Lantai 10, Jalan R.A. Kartini Kav. 8, RT 10/RW 04",INDONESIA,DKI Jakarta,Kota Jakarta Selatan,,,,,T_mitra_Images/81a31150.logo.080653.png,,
bca93679,,IKATAN AHLI RANCANG KOTA INDONESIA,Organisasi,,Asosiasi Dalam Negeri,,,,"APL Tower Central Park, Podomoro City Lantai 28, Jalan Let. Jend. S. Parman Kav. 28",INDONESIA,DKI Jakarta,Kota Jakarta Barat,,,,,T_mitra_Images/bca93679.logo.080624.jpg,,
2ae0e2d0,,SMK NEGERI IV SPP-SPMA SINGKAWANG,Institusi Pendidikan,NEGERI,Lembaga Pendidikan Dalam Negeri,,,,Jalan Sagatani,INDONESIA,Kalimantan Barat,Kota Singkawang,,,,,T_mitra_Images/2ae0e2d0.logo.080541.jpg,,
4fdc8afd,,SMK NEGERI 3 SINGKAWANG,Institusi Pendidikan,NEGERI,Lembaga Pendidikan Dalam Negeri,,,,Jalan Kridasana No. 132,INDONESIA,Kalimantan Barat,Kota Singkawang,,,,,T_mitra_Images/4fdc8afd.logo.080226.jpg,,
060ff79b,,SMK NEGERI 1 KELAM PERMAI,Institusi Pendidikan,NEGERI,Lembaga Pendidikan Dalam Negeri,,,,"Jalan Sintang, Nanga Jetak",INDONESIA,Kalimantan Barat,Sintang,,,,,T_mitra_Images/060ff79b.logo.080139.jpg,,
7f1342be,,SMK NEGERI 5 SINGKAWANG,Institusi Pendidikan,NEGERI,Lembaga Pendidikan Dalam Negeri,,,,Jalan Demang Akub,INDONESIA,Kalimantan Barat,Kota Singkawang,,,,,T_mitra_Images/7f1342be.logo.080115.jpg,,
d9fe2dbc,,SUJAYA GROUP,Dunia Usaha,,Perusahaan Swasta,,,,Jalan Yos Sudarso No. 133,INDONESIA,Kalimantan Barat,Kota Singkawang,,,,,,,
de107b53,,POLITEKNIK AISYIYAH PONTIANAK,"Perguruan tinggi, fakultas, atau program studi dalam bidang yang relevan",SWASTA,"Perguruan Tinggi, Fakultas, Atau Program Studi Dalam Bidang Yang Relevan",,,,"Jalan Ampera No. 9, Pontianak, Kalimantan Barat",INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,T_mitra_Images/de107b53.logo.080031.png,"Politeknik 'Aisyiyah Pontianak (Polita) adalah perguruan tinggi swasta di Pontianak, Kalimantan Barat, yang berfokus pada pendidikan vokasi berbasis nilai-nilai Islam. Kampus ini adalah transformasi dari Akademi Kebidanan 'Aisyiyah Pontianak dan memiliki program studi di bidang kesehatan dan teknologi informasi.",
a6bbc0ab,,PEMERINTAH DESA SEBUBUS,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Instansi Pemerintah/Pemerintah Daerah,Pemerintah Daerah Tingkat Kota/Kabupaten,,,,INDONESIA,Kalimantan Barat,Sambas,,,,,,,
93fef708,,DINAS TENAGA KERJA DAN TRANSMIGRASI KABUPATEN SANGGAU,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Instansi Pemerintah/Pemerintah Daerah,Pemerintah Daerah Tingkat Kota/Kabupaten,,,Jalan Sutan Syahrir No. 50,INDONESIA,Kalimantan Barat,Sanggau,,,,,T_mitra_Images/93fef708.logo.075940.png,,
50f46365,,CY CERGY PARIS UNIVERSITE,Perguruan tinggi yang masuk dalam daftar QS200 berdasarkan bidang ilmu (subject),,Lembaga Pendidikan Luar Negeri,,,,"33 Boulevard du Port, 95011 Cergy-Pontoise Cedex",FRANCE,,,,,,,T_mitra_Images/50f46365.logo.075913.png,,
51ea8fe4,,"UNIVERSITE POLYTECHNIQUE HAUTS-DE-FRANCE, UPHF","Perguruan tinggi, fakultas, atau program studi dalam bidang yang relevan",,Lembaga Pendidikan Luar Negeri,,,,"Le Mont Houy, 59313 Valenciennes Cedex 9",FRANCE,,,pri@uphf.fr,,,,T_mitra_Images/51ea8fe4.logo.075835.png,,
